series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_height,center_localization_half_width_px,segment_break,status,candidate_id,reviewed_by,review_decision,review_reason,evidence_segment_break,curve_topology,curve_segment,curve_order,data_id,data_provenance,topology_provenance
p1,565.706294314883,41.16382723177112,2.2995994285148527,0.0936751858931828,197,266.0,6.0,0.5,False,visible,line-p1-000096,example-reviewer,accepted,,False,continuous,0,95,curve-p1-000096,reviewed_visible_observation,confirmed_continuous_curve
p1,570.3054931719126,39.946049815159796,2.2995994285148527,0.0936751858931828,198,272.5,6.5,0.5,False,visible,line-p1-000097,example-reviewer,accepted,,False,continuous,0,96,curve-p1-000097,reviewed_visible_observation,confirmed_continuous_curve
p1,574.9046920289421,38.72827239854848,2.2995994285148527,0.0936751858931757,199,279.0,6.0,0.5,False,visible,line-p1-000098,example-reviewer,accepted,,False,continuous,0,97,curve-p1-000098,reviewed_visible_observation,confirmed_continuous_curve
p1,579.5038908859717,37.97887091140305,2.2995994285148527,0.0936751858931828,200,283.0,3.0,0.5,False,visible,line-p1-000099,example-reviewer,accepted,,False,continuous,0,98,curve-p1-000099,reviewed_visible_observation,confirmed_continuous_curve
p1,584.1030897430013,37.416819796043974,2.2995994285148527,0.0936751858931828,201,286.0,1.0,0.5,False,visible,line-p1-000100,example-reviewer,accepted,,False,continuous,0,99,curve-p1-000100,reviewed_visible_observation,confirmed_continuous_curve
p1,588.7022886000309,37.88519572550987,2.2995994285148527,0.0936751858931828,202,283.5,2.5,0.5,False,visible,line-p1-000101,example-reviewer,accepted,,False,continuous,0,100,curve-p1-000101,reviewed_visible_observation,confirmed_continuous_curve
p1,602.4998851711197,40.88280167409158,2.299599428514739,0.0936751858931828,205,267.5,2.5,0.5,False,visible,line-p1-000102,example-reviewer,accepted,,True,continuous,0,101,curve-p1-000102,reviewed_visible_observation,confirmed_continuous_curve
p1,607.0990840281493,41.819553533023374,2.2995994285148527,0.0936751858931828,206,262.5,2.5,0.5,False,visible,line-p1-000103,example-reviewer,accepted,,False,continuous,0,102,curve-p1-000103,reviewed_visible_observation,confirmed_continuous_curve
p1,611.6982828851789,41.91322871891655,2.2995994285148527,0.0936751858931757,207,262.0,2.0,0.5,False,visible,line-p1-000104,example-reviewer,accepted,,False,continuous,0,103,curve-p1-000104,reviewed_visible_observation,confirmed_continuous_curve
p1,616.2974817422084,41.2575024176643,2.2995994285148527,0.0936751858931828,208,265.5,3.5,0.5,False,visible,line-p1-000105,example-reviewer,accepted,,False,continuous,0,104,curve-p1-000105,reviewed_visible_observation,confirmed_continuous_curve
p1,620.896680599238,40.03972500105298,2.2995994285148527,0.0936751858931828,209,272.0,7.0,0.5,False,visible,line-p1-000106,example-reviewer,accepted,,False,continuous,0,105,curve-p1-000106,reviewed_visible_observation,confirmed_continuous_curve
p1,625.4958794562676,38.44724684086894,2.2995994285148527,0.0936751858931828,210,280.5,11.5,0.5,False,visible,line-p1-000107,example-reviewer,accepted,,False,continuous,0,106,curve-p1-000107,reviewed_visible_observation,confirmed_continuous_curve
p1,630.0950783132972,36.66741830889855,2.2995994285148527,0.0936751858931828,211,290.0,7.0,0.5,False,visible,line-p1-000108,example-reviewer,accepted,,False,continuous,0,107,curve-p1-000108,reviewed_visible_observation,confirmed_continuous_curve
p1,634.6942771703267,35.355965706394045,2.2995994285148527,0.0936751858931757,212,297.0,3.0,0.5,False,visible,line-p1-000109,example-reviewer,accepted,,False,continuous,0,108,curve-p1-000109,reviewed_visible_observation,confirmed_continuous_curve
p1,639.2934760273563,33.95083791799637,2.2995994285148527,0.0936751858931828,213,304.5,6.5,0.5,False,visible,line-p1-000110,example-reviewer,accepted,,False,continuous,0,109,curve-p1-000110,reviewed_visible_observation,confirmed_continuous_curve
p1,643.8926748843859,33.10776124495776,2.2995994285148527,0.0936751858931828,214,309.0,8.0,0.5,False,visible,line-p1-000111,example-reviewer,accepted,,False,continuous,0,110,curve-p1-000111,reviewed_visible_observation,confirmed_continuous_curve
p1,648.4918737414155,30.110155296376043,2.2995994285148527,0.0936751858931828,215,325.0,10.0,0.5,False,visible,line-p1-000112,example-reviewer,accepted,,False,continuous,0,111,curve-p1-000112,reviewed_visible_observation,confirmed_continuous_curve
p1,653.0910725984451,28.424001950298823,2.2995994285148527,0.0936751858931828,216,334.0,8.0,0.5,False,visible,line-p1-000113,example-reviewer,accepted,,False,continuous,0,112,curve-p1-000113,reviewed_visible_observation,confirmed_continuous_curve
p1,657.6902714554747,27.206224533687504,2.2995994285148527,0.0936751858931757,217,340.5,7.5,0.5,False,visible,line-p1-000114,example-reviewer,accepted,,False,continuous,0,113,curve-p1-000114,reviewed_visible_observation,confirmed_continuous_curve
p1,662.2894703125042,27.95562602083293,2.299599428514739,0.0936751858931828,218,336.5,11.5,0.5,False,visible,line-p1-000115,example-reviewer,accepted,,False,continuous,0,114,curve-p1-000115,reviewed_visible_observation,confirmed_continuous_curve
p1,666.8886691695338,29.64177936691015,2.2995994285148527,0.0936751858931828,219,327.5,11.5,0.5,False,visible,line-p1-000116,example-reviewer,accepted,,False,continuous,0,115,curve-p1-000116,reviewed_visible_observation,confirmed_continuous_curve
