series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_radius,pixel_half_height,center_localization_half_width_px,support_pixels,angular_half_width_deg,evidence_status,segment_break,status,candidate_id,reviewed_by,review_decision,review_reason,evidence_segment_break,curve_topology,curve_segment,curve_order,data_id,data_provenance,topology_provenance
sound-pressure-level-directivity,19.0,62.07028148890295,0.5,0.0789161955504909,165.0,268.0,171.0818517552344,1.911158575255243,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000020,example-reviewer,accepted,,False,continuous,0,19,curve-sound-pressure-level-directivity-000020,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,20.0,62.0245763428955,0.5,0.0789161955504909,166.0,266.0,170.79227148791014,1.8816110292691803,0.5,10,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000021,example-reviewer,accepted,,False,continuous,0,20,curve-sound-pressure-level-directivity-000021,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,21.0,61.743098690882896,0.5,0.078916195550498,169.0,263.0,169.00887550658396,0.6476163766381546,0.5,5,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000022,example-reviewer,accepted,,False,continuous,0,21,curve-sound-pressure-level-directivity-000022,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,22.0,61.74169784845652,0.5,0.078916195550498,171.0,258.0,169.0,1.11517000610354,0.5,9,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000023,example-reviewer,accepted,,False,continuous,0,22,curve-sound-pressure-level-directivity-000023,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,23.0,61.74169784845652,0.5,0.078916195550498,171.0,258.0,169.0,1.3807676015100157,0.5,11,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000024,example-reviewer,accepted,,False,continuous,0,23,curve-sound-pressure-level-directivity-000024,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,24.0,61.78275870123551,0.5,0.078916195550498,172.0,255.0,169.26015479137433,1.8251497315471994,0.5,13,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000025,example-reviewer,accepted,,False,continuous,0,24,curve-sound-pressure-level-directivity-000025,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,25.0,61.689814858824164,0.5,0.0789161955504909,174.0,252.0,168.67127793433,1.8141570503912874,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000026,example-reviewer,accepted,,False,continuous,0,25,curve-sound-pressure-level-directivity-000026,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,26.0,61.74916815816953,0.5,0.078916195550498,176.0,247.0,169.04733065032408,1.5723030122041308,0.5,9,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000027,example-reviewer,accepted,,False,continuous,0,26,curve-sound-pressure-level-directivity-000027,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,27.0,61.53967314068478,0.5,0.0789161955504909,178.0,246.0,167.72000476985446,2.007562161284426,0.5,14,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000028,example-reviewer,accepted,,False,continuous,0,27,curve-sound-pressure-level-directivity-000028,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,28.0,61.472774277516244,0.5,0.078916195550498,179.0,245.0,167.29614460590537,1.9970530529428885,0.5,19,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000029,example-reviewer,accepted,,False,continuous,0,28,curve-sound-pressure-level-directivity-000029,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,29.0,61.4203618313082,0.5,0.0789161955504909,181.0,242.0,166.96406799069075,1.8446554427555384,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000030,example-reviewer,accepted,,False,continuous,0,29,curve-sound-pressure-level-directivity-000030,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,30.0,61.35979254177498,0.5,0.078916195550498,182.0,241.0,166.58031096140985,2.5990519353634767,0.5,20,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000031,example-reviewer,accepted,,False,continuous,0,30,curve-sound-pressure-level-directivity-000031,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,31.0,61.0533906370006,0.5,0.078916195550498,186.0,238.0,164.63899902513984,3.0001105064440594,0.5,22,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000032,example-reviewer,accepted,,False,continuous,0,31,curve-sound-pressure-level-directivity-000032,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,32.0,60.8662579624293,0.5,0.078916195550498,188.0,237.0,163.45335726133007,2.385251286861731,0.5,19,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000033,example-reviewer,accepted,,False,continuous,0,32,curve-sound-pressure-level-directivity-000033,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,33.0,60.67629880935597,0.5,0.078916195550498,192.0,233.0,162.24980739587951,2.5185829743094956,0.5,19,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000034,example-reviewer,accepted,,False,continuous,0,33,curve-sound-pressure-level-directivity-000034,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,34.0,60.41425466075968,0.5,0.0789161955504909,194.0,233.0,160.58953888718904,2.901889624595654,0.5,20,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000035,example-reviewer,accepted,,False,continuous,0,34,curve-sound-pressure-level-directivity-000035,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,35.0,60.24315596978277,0.5,0.078916195550498,196.0,232.0,159.5054857990784,2.3339723802086922,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000036,example-reviewer,accepted,,False,continuous,0,35,curve-sound-pressure-level-directivity-000036,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,36.0,60.0399811670145,0.5,0.0789161955504909,199.0,230.0,158.21820375671064,2.4268771717962494,0.5,19,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000037,example-reviewer,accepted,,False,continuous,0,36,curve-sound-pressure-level-directivity-000037,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,37.0,59.87935595516237,0.5,0.078916195550498,201.0,229.0,157.20050890502867,2.2978384478411016,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000038,example-reviewer,accepted,,False,continuous,0,37,curve-sound-pressure-level-directivity-000038,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,38.0,59.72273658526733,0.5,0.078916195550498,203.0,228.0,156.20819440733575,2.3647818454703327,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000039,example-reviewer,accepted,,False,continuous,0,38,curve-sound-pressure-level-directivity-000039,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,39.0,59.5447694821584,0.5,0.078916195550498,206.0,226.0,155.08062419270823,2.6495963645980254,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000040,example-reviewer,accepted,,False,continuous,0,39,curve-sound-pressure-level-directivity-000040,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,40.0,59.39930872402167,0.5,0.078916195550498,208.0,225.0,154.1590088188167,2.29808515394042,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000041,example-reviewer,accepted,,False,continuous,0,40,curve-sound-pressure-level-directivity-000041,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,41.0,59.32958849397623,0.5,0.0789161955504909,212.0,221.0,153.7172729396407,2.219495194620805,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000042,example-reviewer,accepted,,False,continuous,0,41,curve-sound-pressure-level-directivity-000042,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,42.0,59.20038473772121,0.5,0.0789161955504909,214.0,220.0,152.89865924853626,2.190422139209403,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000043,example-reviewer,accepted,,False,continuous,0,42,curve-sound-pressure-level-directivity-000043,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,43.0,59.07567420759486,0.5,0.0789161955504909,216.0,219.0,152.10851389715174,2.172355282771491,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000044,example-reviewer,accepted,,False,continuous,0,43,curve-sound-pressure-level-directivity-000044,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,44.0,58.95552727764493,0.5,0.078916195550498,218.0,218.0,151.34728276384746,2.140845820335983,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000045,example-reviewer,accepted,,False,continuous,0,44,curve-sound-pressure-level-directivity-000045,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,45.0,58.840013143175995,0.5,0.078916195550498,221.0,216.0,150.6154042586614,2.1212268171038318,0.5,15,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000046,example-reviewer,accepted,,False,continuous,0,45,curve-sound-pressure-level-directivity-000046,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,46.0,58.73235791883356,0.5,0.0789161955504909,223.0,215.0,149.9333185119305,2.107577425071483,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000047,example-reviewer,accepted,,False,continuous,0,46,curve-sound-pressure-level-directivity-000047,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,47.0,58.63795440867897,0.5,0.078916195550498,226.0,213.0,149.33519344079613,1.7994737788557416,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000048,example-reviewer,accepted,,False,continuous,0,47,curve-sound-pressure-level-directivity-000048,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,48.0,58.54317126509869,0.5,0.078916195550498,228.0,212.0,148.73466307488647,2.077493010096134,0.5,15,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000049,example-reviewer,accepted,,False,continuous,0,48,curve-sound-pressure-level-directivity-000049,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,49.0,58.47036840029192,0.5,0.078916195550498,231.0,210.0,148.27339613025663,1.8367471316732917,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000050,example-reviewer,accepted,,False,continuous,0,49,curve-sound-pressure-level-directivity-000050,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,50.0,58.38879437164792,0.5,0.078916195550498,233.0,209.0,147.75655653811103,2.6957981638907853,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000051,example-reviewer,accepted,,False,continuous,0,50,curve-sound-pressure-level-directivity-000051,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,51.0,58.18925699343578,0.5,0.078916195550498,235.0,209.0,146.4923206178399,2.351635741099173,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000052,example-reviewer,accepted,,False,continuous,0,51,curve-sound-pressure-level-directivity-000052,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,52.0,58.019480189642834,0.5,0.078916195550498,238.0,208.0,145.41664278891878,2.415221389771645,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000053,example-reviewer,accepted,,False,continuous,0,52,curve-sound-pressure-level-directivity-000053,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,53.0,57.85937079176004,0.5,0.078916195550498,241.0,207.0,144.40221604947757,2.3975259787433743,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000054,example-reviewer,accepted,,False,continuous,0,53,curve-sound-pressure-level-directivity-000054,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,54.0,57.67279621790222,0.5,0.0789161955504909,243.0,207.0,143.22011031974526,2.280152825203814,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000055,example-reviewer,accepted,,False,continuous,0,54,curve-sound-pressure-level-directivity-000055,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,55.0,57.52796675172212,0.5,0.078916195550498,246.0,206.0,142.30249470757707,2.6620683355789936,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000056,example-reviewer,accepted,,False,continuous,0,55,curve-sound-pressure-level-directivity-000056,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,56.0,57.34979879737773,0.5,0.078916195550498,248.0,206.0,141.1736519326464,1.947896638787256,0.5,15,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000057,example-reviewer,accepted,,False,continuous,0,56,curve-sound-pressure-level-directivity-000057,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,57.0,57.22085550160183,0.5,0.078916195550498,251.0,205.0,140.356688476182,2.3507884398822085,0.5,16,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000058,example-reviewer,accepted,,False,continuous,0,57,curve-sound-pressure-level-directivity-000058,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,58.0,57.10246568169581,0.5,0.078916195550498,254.0,204.0,139.60659010233005,2.3260633819323715,0.5,16,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000059,example-reviewer,accepted,,False,continuous,0,58,curve-sound-pressure-level-directivity-000059,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,59.0,56.9390604172562,0.5,0.078916195550498,256.0,204.0,138.5712812959453,2.5757456582778104,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000060,example-reviewer,accepted,,False,continuous,0,59,curve-sound-pressure-level-directivity-000060,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,60.0,56.7002758598588,0.5,0.078916195550498,259.0,204.0,137.05838172107534,3.661315033219978,0.5,21,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000061,example-reviewer,accepted,,False,continuous,0,60,curve-sound-pressure-level-directivity-000061,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,61.0,56.3309232428215,0.5,0.0789161955504909,262.0,205.0,134.71822445385777,4.321339546912284,0.5,23,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000062,example-reviewer,accepted,,False,continuous,0,61,curve-sound-pressure-level-directivity-000062,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,62.0,55.96696342675886,0.5,0.078916195550498,265.0,206.0,132.41223508422476,3.6161089853162025,0.5,21,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000063,example-reviewer,accepted,,False,continuous,0,62,curve-sound-pressure-level-directivity-000063,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,63.0,55.540655396294625,0.5,0.078916195550498,267.0,208.0,129.71121771072848,3.590817381605369,0.5,20,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000064,example-reviewer,accepted,,False,continuous,0,63,curve-sound-pressure-level-directivity-000064,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,64.0,55.18468921891863,0.5,0.078916195550498,270.0,209.0,127.45587471748802,3.339956151807229,0.5,19,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000065,example-reviewer,accepted,,False,continuous,0,64,curve-sound-pressure-level-directivity-000065,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,65.0,54.767377803150865,0.5,0.078916195550498,274.0,210.0,124.8118584109699,3.1113543274541158,0.5,18,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000066,example-reviewer,accepted,,False,continuous,0,65,curve-sound-pressure-level-directivity-000066,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,66.0,54.49167066648688,0.5,0.078916195550498,276.0,211.0,123.06502346320826,3.304383187666069,0.5,19,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000067,example-reviewer,accepted,,False,continuous,0,66,curve-sound-pressure-level-directivity-000067,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,67.0,54.15530502368594,0.5,0.0789161955504909,279.0,212.0,120.93386622447825,3.2796132043500066,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000068,example-reviewer,accepted,,False,continuous,0,67,curve-sound-pressure-level-directivity-000068,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,68.0,53.91363424648341,0.5,0.078916195550498,283.0,212.0,119.4026800369238,3.2526960320439855,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000069,example-reviewer,accepted,,False,continuous,0,68,curve-sound-pressure-level-directivity-000069,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,69.0,53.65207570207488,0.5,0.078916195550498,285.0,213.0,117.74548823628021,3.050326014459401,0.5,17,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000070,example-reviewer,accepted,,False,continuous,0,69,curve-sound-pressure-level-directivity-000070,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,70.0,53.393581028470194,0.5,0.078916195550498,287.0,214.0,116.1077086157504,2.566447858200462,0.5,15,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000071,example-reviewer,accepted,,False,continuous,0,70,curve-sound-pressure-level-directivity-000071,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,71.0,53.086511284643166,0.5,0.078916195550498,290.0,215.0,114.16216536138407,2.5400953031749793,0.5,16,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000072,example-reviewer,accepted,,False,continuous,0,71,curve-sound-pressure-level-directivity-000072,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,72.0,52.83661461066032,0.5,0.0789161955504909,292.0,216.0,112.57886124845996,2.996201494167053,0.5,16,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000073,example-reviewer,accepted,,False,continuous,0,72,curve-sound-pressure-level-directivity-000073,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,73.0,52.69515333405462,0.5,0.0789161955504909,295.0,216.0,111.68258592994702,2.828897881486647,0.5,14,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000074,example-reviewer,accepted,,False,continuous,0,73,curve-sound-pressure-level-directivity-000074,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,74.0,52.455394710312746,0.5,0.0789161955504909,297.0,217.0,110.16351483136329,2.336717496859606,0.5,14,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000075,example-reviewer,accepted,,False,continuous,0,74,curve-sound-pressure-level-directivity-000075,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,75.0,52.21954703765074,0.5,0.078916195550498,299.0,218.0,108.66922287382016,2.323004735899147,0.5,14,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000076,example-reviewer,accepted,,False,continuous,0,75,curve-sound-pressure-level-directivity-000076,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,76.0,52.026745113186884,0.5,0.078916195550498,300.0,219.0,107.44766167767449,2.7919236898464987,0.5,14,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000077,example-reviewer,accepted,,False,continuous,0,76,curve-sound-pressure-level-directivity-000077,reviewed_visible_observation,confirmed_continuous_curve
sound-pressure-level-directivity,77.0,51.913997676446996,0.5,0.078916195550498,303.0,219.0,106.73331251301067,2.7699722881811084,0.5,13,0.75,visible_pixel_support,False,visible_candidate,polar_line-sound-pressure-level-directivity-000078,example-reviewer,accepted,,False,continuous,0,77,curve-sound-pressure-level-directivity-000078,reviewed_visible_observation,confirmed_continuous_curve
